137 ,-1930
139 ,7
2659367756198 ,4
2659367825085 ,15
4002064208060 ,4
4002064400174 ,-3
4002064400259 ,0
4002064400686 ,0
4002064400693 ,0
4002064400709 ,3
4002064400716 ,0
4002064400723 ,0
4002064400730 ,2
4002064401065 ,0
4002064401362 ,8
4002064401393 ,11
4002064401423 ,0
4002064401874 ,10
4002064401881 ,-1
4002064402109 ,0
4002064406091 ,2
4002064406268 ,0
4002064406282 ,0
4002064406763 ,8
4002064406787 ,1
4002064407364 ,11
4002064407517 ,2
4002064408064 ,0
4002064408804 ,0
4002064409139 ,3
4002064409146 ,2
4002064409436 ,10
4002064413099 ,6
4002064413129 ,0
4002064413143 ,10
4002064413150 ,6
4002064414157 ,21
4002064414164 ,16
4002064414171 ,21
4002064414508 ,31
4002064414515 ,19
4002064414522 ,0
4002064417080 ,2
4002064417127 ,2
4002064417233 ,-1
4002064417240 ,0
4002064417370 ,4
4002064417462 ,1
4002064418261 ,1
4002064418421 ,13
4002064418575 ,6
4002064418612 ,0
4002064418629 ,-1
4002064418643 ,9
4002064418650 ,7
4002064418667 ,7
4002064418674 ,0
4002064418698 ,1
4002064418711 ,7
4002064418735 ,1
4002064420387 ,0
4002064420394 ,0
4002064420400 ,0
4002064420448 ,4
4002064420516 ,0
4002064421025 ,0
4002064421032 ,7
4002064421124 ,24
4002064421223 ,0
4002064430065 ,0
4002064500119 ,4
4002064500126 ,3
4002064500188 ,5
4002064501284 ,0
4002064501307 ,0
4002064501345 ,1
4002064504711 ,0
4002064504735 ,0
4002064504759 ,3
4002064504766 ,1
4002064504841 ,3
4002064504858 ,0
4002064505305 ,2
4002064509631 ,2
4002064512242 ,0
4002064512259 ,4
4002064512280 ,0
4002064512303 ,0
4002064512310 ,3
4002064512327 ,0
4002064514444 ,1
4002064514611 ,1
4002064514734 ,1
4002064514741 ,0
4002064514901 ,6
4002064605111 ,2
4002064605128 ,2
4008239113450 ,1
4008239155559 ,3
4260415060112 ,3
4820012500772 ,11
4897030554292 ,7
5037772000094 ,15
5037772000483 ,6
5350393000015 ,1
5350393003894 ,3
5350393003917 ,1
5400274984139 ,2
5400274984207 ,1
5400274984245 ,2
5436789817778 ,113
5906485672303 ,0
5906485672587 ,10
5906485672594 ,12
5906485672600 ,11
5909997008097 ,0
5909997019413 ,47
67714102000 ,2
67714102024 ,0
67714102031 ,0
67714102048 ,2
67714102062 ,-1
67714102116 ,1
67714102147 ,0
6957919905978 ,0
8009632007700 ,0
8009632040158 ,2
8015912504074 ,1
8015912504623 ,13
8015912504630 ,22
8015912504654 ,-1
8015912504661 ,19
8015912504678 ,21
8015912504708 ,11
8015912505668 ,8
8015912505842 ,4
8015912505859 ,4
8015912505880 ,10
8015912506115 ,20
8015912506122 ,22
8015912506139 ,8
8015912506672 ,3
8015912506726 ,7
8015912506733 ,6
8015912506740 ,3
8015912506757 ,0
8015912506764 ,18
8015912507358 ,4
8015912507365 ,10
8015912507396 ,28
8015912507402 ,11
8015912508041 ,2
8015912509031 ,1
8015912509048 ,5
8015912509055 ,1
8015912509178 ,3
8023222060890 ,0
8023222061033 ,0
8023222124905 ,0
8023222124912 ,23
8023222124929 ,2
8023222129955 ,0
8023222151437 ,0
8023222168084 ,1
8414580000169 ,2
8414580000862 ,1
8414580000879 ,1
8414580003061 ,1
8414580004686 ,1
8414580004723 ,15
8414580005232 ,1
8414580008967 ,6
8711908133104 ,1
8711908233002 ,7
D1,-32
D6,1
K01,577
K02,107
M011,19
M015,0
P518-1,0
P523,0
P703,75
P704,0
P705,1
P706,7
P707,5
P709,3
V001,195
V002,236
V004,-17
V009,104
V010,42
V013,-85
V014,161
V015,1052
V016,507
V017,4
V018,-4
V019,-7
V020,585
V021,59
V022,5
V023,15